current_symbol,primary_FBid,sequence_loc
CG17187,FBgn0037882,3R:11230617..11231879(-1)
Dph3,FBgn0037883,3R:11231912..11232539(1)
Arfip,FBgn0037884,3R:11232429..11235013(-1)
CG17721,FBgn0037885,3R:11235140..11236077(1)
CG31441,FBgn0051441,3R:11236286..11237624(1)
CG31388,FBgn0051388,3R:11237815..11240114(1)
CG17734,FBgn0037890,3R:11242208..11243999(-1)
Dlst,FBgn0037891,3R:11244302..11246862(1)
pros,FBgn0004595,3R:11328480..11407627(1)
mRpL40,FBgn0037892,3R:11407918..11408756(1)
mgr,FBgn0264694,3R:11408792..11409875(-1)
Irbp,FBgn0011774,3R:11410047..11412440(1)
Ipo9,FBgn0037894,3R:11412522..11416142(1)
Sptz,FBgn0037897,3R:11422092..11429969(1)
Dtd,FBgn0037898,3R:11430061..11430762(1)
RpL24-like,FBgn0037899,3R:11430740..11431582(-1)
CG5276,FBgn0037900,3R:11431738..11433543(1)
Exd2,FBgn0037901,3R:11433488..11435703(-1)
CG5281,FBgn0037902,3R:11435850..11437523(1)
CG17230,FBgn0046225,3R:11437785..11467372(1)
dpr4,FBgn0053512,3R:11533483..11542949(-1)
CG10898,FBgn0037911,3R:11557776..11559877(1)
fabp,FBgn0037913,3R:11559896..11567054(-1)
Mrp4,FBgn0263316,3R:11569250..11575937(1)
wkd,FBgn0037917,3R:11581576..11585305(1)
CG6791,FBgn0037918,3R:11585354..11590146(-1)
Jupiter,FBgn0051363,3R:11590386..11619906(-1)
CG14710,FBgn0037920,3R:11620090..11621728(1)
Zaf1,FBgn0037921,3R:11621466..11625644(-1)
CG14711,FBgn0037922,3R:11623339..11624948(1)
CG6813,FBgn0037923,3R:11625051..11626638(-1)
CG18764,FBgn0042205,3R:11626889..11628452(1)
CG14712,FBgn0037924,3R:11628759..11633206(1)
Csk,FBgn0262081,3R:11633278..11650706(-1)
Elp1,FBgn0037926,3R:11650971..11655691(1)
CG42327,FBgn0259227,3R:11656149..11673974(1)
CG14715,FBgn0037930,3R:11674221..11674923(1)
CG18476,FBgn0037931,3R:11674920..11678116(-1)
Taf12,FBgn0011290,3R:11678386..11679690(-1)
Ho,FBgn0037933,3R:11679743..11680976(1)
CG14721,FBgn0037942,3R:11735447..11736877(1)
Blm,FBgn0002906,3R:11736810..11741783(-1)
CG14722,FBgn0037943,3R:11741890..11744027(1)
CG6923,FBgn0037944,3R:11744229..11750029(-1)
Lk6,FBgn0017581,3R:11750931..11764457(-1)
l(3)neo38,FBgn0265276,3R:11765038..11779128(-1)
prd1,FBgn0037949,3R:11781131..11787014(-1)
Sbf,FBgn0025802,3R:11789293..11796948(-1)
glo,FBgn0259139,3R:11815206..11819420(-1)
COX5A,FBgn0019624,3R:11819359..11820299(1)
Kyat,FBgn0037955,3R:11820381..11822493(-1)
sad,FBgn0003312,3R:11877235..11879754(1)
CG6962,FBgn0037958,3R:11879702..11882534(-1)
CG31368,FBgn0051368,3R:11882790..11892382(1)
mthl5,FBgn0037960,3R:11883938..11887168(-1)
Cad87A,FBgn0037963,3R:11893512..11949129(-1)
CG31211,FBgn0051211,3R:11949680..11954038(1)
CG3281,FBgn0260741,3R:11960883..11962805(-1)
aurA,FBgn0000147,3R:11963124..11964826(1)
CG12213,FBgn0260742,3R:11964674..11967691(-1)
GC1,FBgn0260743,3R:11967708..11971686(1)
Tango9,FBgn0260744,3R:11971007..11974910(-1)
CG10005,FBgn0037972,3R:11975156..11977197(-1)
CG3397,FBgn0037975,3R:11983098..11984541(-1)
mfas,FBgn0260745,3R:11984862..11993315(-1)
Ect3,FBgn0260746,3R:11999278..12003516(1)
KLHL18,FBgn0037978,3R:12007476..12010434(-1)
GCC185,FBgn0037979,3R:12010772..12015059(1)
DCAF12,FBgn0037980,3R:12014943..12017031(-1)
Spt3,FBgn0037981,3R:12017156..12018550(1)
CG4702,FBgn0037992,3R:12121583..12128201(-1)
Cog1,FBgn0037998,3R:12213792..12219686(-1)
CG4860,FBgn0037999,3R:12219881..12221464(-1)
svp,FBgn0003651,3R:12258737..12302785(1)
CG10013,FBgn0038012,3R:12323521..12325210(1)
CG10038,FBgn0038013,3R:12348987..12350644(-1)
MBD-R2,FBgn0038016,3R:12352143..12356265(-1)
GstD9,FBgn0038020,3R:12366163..12367564(-1)
GstD1,FBgn0001149,3R:12367817..12369268(-1)
GstD3,FBgn0010039,3R:12373068..12373813(1)
GstD5,FBgn0010041,3R:12375733..12376572(1)
CG10035,FBgn0038028,3R:12380869..12382691(-1)
Cyp9f3,FBgn0038034,3R:12396007..12398929(-1)
DNAlig3,FBgn0286075,3R:12399011..12401839(-1)
Cyp9f2,FBgn0038037,3R:12403340..12406028(-1)
CG5167,FBgn0038038,3R:12406532..12408107(1)
CG5196,FBgn0038039,3R:12408316..12411768(1)
Dip-C,FBgn0000455,3R:12411809..12413759(-1)
pps,FBgn0082831,3R:12413828..12421251(1)
CG17202,FBgn0038043,3R:12422768..12423606(1)
Pp1-87B,FBgn0004103,3R:12423621..12425917(-1)
CG5641,FBgn0038046,3R:12427795..12429282(-1)
CG5245,FBgn0038047,3R:12429560..12431235(1)
Prosalpha2,FBgn0086134,3R:12431321..12432556(1)
Aos1,FBgn0029512,3R:12432533..12433822(-1)
Srlp,FBgn0038049,3R:12434098..12435643(1)
Desat1,FBgn0086687,3R:12439600..12447616(1)
CG18549,FBgn0038053,3R:12449296..12456355(1)
trus,FBgn0038055,3R:12456573..12458444(1)
CG5961,FBgn0038056,3R:12458421..12460294(-1)
Polr3C,FBgn0038057,3R:12460414..12462418(1)
CG5608,FBgn0038058,3R:12462562..12465298(-1)
lncRNA:alphagamma-element:CR32865,FBgn0052865,3R:12475336..12478267(-1)
Hsp70Bc,FBgn0013279,3R:12509076..12511461(1)
Vha55,FBgn0005671,3R:12623762..12627829(-1)
Snx3,FBgn0038065,3R:12628031..12630495(1)
Not10,FBgn0260444,3R:12630647..12633188(1)
CG18530,FBgn0042207,3R:12633359..12634670(1)
Dtg,FBgn0038071,3R:12648058..12652910(1)
mbo,FBgn0026207,3R:12676487..12679052(-1)
kar,FBgn0001296,3R:12682186..12689367(-1)
Su(fu),FBgn0005355,3R:12689873..12691468(-1)
Arp1,FBgn0011745,3R:12691743..12694232(1)
Past1,FBgn0016693,3R:12697322..12704875(1)
CG12279,FBgn0038080,3R:12705094..12705818(1)
PolQ,FBgn0002905,3R:12705523..12712299(-1)
Men,FBgn0002719,3R:12713103..12722442(-1)
grsm,FBgn0040493,3R:12950042..12967712(-1)
Spc25,FBgn0087021,3R:12961745..12963249(1)
CG7381,FBgn0038098,3R:12967775..12977471(-1)
CG7091,FBgn0038099,3R:12978000..12980535(1)
Paip2,FBgn0038100,3R:12980792..12985488(1)
CG31342,FBgn0051342,3R:12986041..12991543(1)
CG7488,FBgn0038106,3R:12995620..12996925(1)
CG7518,FBgn0038108,3R:12998089..13008404(1)
CG8031,FBgn0038110,3R:13008384..13011310(-1)
CtBP,FBgn0020496,3R:13011649..13026275(1)
CG46280,FBgn0283438,3R:13026283..13030659(-1)
l(3)87Df,FBgn0002354,3R:13030913..13031598(1)
ry,FBgn0003308,3R:13032528..13038020(1)
CG7966,FBgn0038115,3R:13049398..13051453(-1)
pic,FBgn0260962,3R:13052245..13056725(1)
sim,FBgn0004666,3R:13057755..13078124(1)
timeout,FBgn0038118,3R:13088651..13163876(1)
CG34308,FBgn0085337,3R:13089242..13090081(1)
CG8483,FBgn0038126,3R:13208754..13214465(-1)
CG11686,FBgn0040551,3R:13260356..13262227(1)
Ravus,FBgn0038128,3R:13262733..13264061(-1)
Su(var)3-7,FBgn0003598,3R:13264364..13270038(1)
TBC1D5,FBgn0038129,3R:13269137..13272011(-1)
wntD,FBgn0038134,3R:13292052..13293198(-1)
CG32473,FBgn0052473,3R:13302648..13312785(1)
Elp6,FBgn0086371,3R:13361816..13366910(-1)
Dic1,FBgn0027610,3R:13364938..13369278(1)
mRpS21,FBgn0044511,3R:13381276..13381809(-1)
Droj2,FBgn0038145,3R:13382106..13385283(1)
CG9799,FBgn0038146,3R:13385648..13388709(-1)
CCHa2,FBgn0038147,3R:13389059..13395197(-1)
GILT1,FBgn0038149,3R:13398526..13401862(-1)
Dpm3,FBgn0053977,3R:13402559..13403051(-1)
yellow-e3,FBgn0038150,3R:13403423..13404870(-1)
yellow-e2,FBgn0038151,3R:13405109..13406998(-1)
yellow-e,FBgn0041711,3R:13409543..13415286(-1)
Act87E,FBgn0000046,3R:13425983..13428375(1)
yrt,FBgn0004049,3R:13428867..13434984(-1)
sqd,FBgn0263396,3R:13634862..13646304(-1)
rin,FBgn0015778,3R:13647004..13654527(1)
Hrb87F,FBgn0004237,3R:13656846..13660531(-1)
B52,FBgn0004587,3R:13661311..13666891(1)
CG9588,FBgn0038166,3R:13675092..13676681(-1)
Lkb1,FBgn0038167,3R:13676549..13679430(1)
omd,FBgn0038168,3R:13679440..13687210(-1)
flfl,FBgn0024555,3R:13683921..13693905(1)
f-cup,FBgn0028487,3R:13695263..13700838(-1)
kmr,FBgn0085412,3R:13715207..13764667(1)
CG9286,FBgn0038183,3R:13780964..13782082(1)
Dip-B,FBgn0000454,3R:13782288..13785676(1)
Nsf2,FBgn0266464,3R:13833497..13837991(-1)
CG31495,FBgn0051495,3R:13838240..13839934(-1)
ems,FBgn0000576,3R:13901853..13904620(1)
CG31517,FBgn0047199,3R:13948420..13949742(1)
CG9926,FBgn0038190,3R:13949454..13951138(-1)
Ipp,FBgn0016672,3R:13958789..13960474(1)
Kots,FBgn0038191,3R:13960712..13964174(-1)
Orc2,FBgn0015270,3R:13964885..13967075(1)
rdx,FBgn0264493,3R:13967061..14032057(-1)
asRNA:CR43460,FBgn0263414,3R:13971733..13974675(1)
Cyp6d5,FBgn0038194,3R:14029228..14031483(1)
CG3061,FBgn0038195,3R:14032371..14035041(1)
CG9922,FBgn0038196,3R:14035018..14036398(-1)
foxo,FBgn0038197,3R:14056945..14087978(1)
Abi,FBgn0020510,3R:14119262..14122420(-1)
twf,FBgn0038206,3R:14122654..14124474(1)
140up,FBgn0010340,3R:14124163..14125548(-1)
Polr2B,FBgn0262955,3R:14125791..14130111(1)
MetRS-m,FBgn0027083,3R:14249043..14259991(-1)
trx,FBgn0003862,3R:14263358..14286903(-1)
red,FBgn0285913,3R:14289071..14302276(1)
su(Hw),FBgn0003567,3R:14304455..14308589(-1)
Polr2I,FBgn0004855,3R:14309089..14310178(1)
Set8,FBgn0011474,3R:14316038..14320494(1)
Afti,FBgn0038223,3R:14320191..14326689(-1)
ATPsynE,FBgn0038224,3R:14326947..14327735(1)
spn-B,FBgn0003480,3R:14328051..14329608(1)
Dnaaf5,FBgn0288976,3R:14358356..14361786(-1)
cv-c,FBgn0285955,3R:14391683..14481713(-1)
HtrA2,FBgn0038233,3R:14509049..14511712(-1)
mRpL11,FBgn0038234,3R:14511838..14512691(1)
CG8461,FBgn0038235,3R:14512639..14513637(-1)
CG31313,FBgn0051313,3R:14566432..14567429(-1)
CG8066,FBgn0038243,3R:14567611..14568847(-1)
asRNA:CR44095,FBgn0264904,3R:14568962..14569871(1)
Cys,FBgn0004629,3R:14569103..14569644(-1)
CG7987,FBgn0038244,3R:14570472..14575887(-1)
stumps,FBgn0020299,3R:14577217..14608079(1)
put,FBgn0003169,3R:14619030..14625703(-1)
His4r,FBgn0013981,3R:14625755..14626614(1)
CG7886,FBgn0038248,3R:14626676..14642563(-1)
l(3)L1231,FBgn0086686,3R:14642672..14655716(-1)
Hexim,FBgn0038251,3R:14659438..14661177(1)
Rad17,FBgn0025808,3R:14661176..14663197(-1)
BigH1,FBgn0038252,3R:14663450..14664822(1)
Meltrin,FBgn0265140,3R:14664907..14697292(-1)
kibra,FBgn0262127,3R:14697689..14724261(-1)
CG7530,FBgn0038256,3R:14724760..14731509(-1)
eff,FBgn0011217,3R:14732414..14741319(-1)
jvl,FBgn0263929,3R:14741582..14795868(1)
btsz,FBgn0266756,3R:14804092..14875488(-1)
CG3631,FBgn0038268,3R:14879457..14882631(1)
Rrp6,FBgn0038269,3R:14882498..14886246(-1)
CG33332,FBgn0067629,3R:14886456..14889146(1)
CG33331,FBgn0067628,3R:14886456..14887739(1)
CycC,FBgn0004597,3R:14889004..14890205(-1)
UQCR-C1,FBgn0038271,3R:14890231..14892387(1)
Dph2,FBgn0038272,3R:14892392..14893954(-1)
CG14860,FBgn0038273,3R:14894784..14896446(1)
Nup93-2,FBgn0038274,3R:14895703..14898372(-1)
CG3817,FBgn0038275,3R:14898739..14899617(1)
RpS5b,FBgn0038277,3R:14900432..14901563(-1)
VhaPPA1-1,FBgn0028662,3R:14902330..14904061(-1)
Sdr,FBgn0038279,3R:14918628..14923083(1)
CG6966,FBgn0038286,3R:15079320..15095631(-1)
CG42788,FBgn0261859,3R:15095957..15131926(-1)
Glys,FBgn0266064,3R:15141843..15147531(-1)
Mf,FBgn0038294,3R:15170625..15181510(-1)
Kpc1,FBgn0038296,3R:15191058..15196210(-1)
CG42542,FBgn0260659,3R:15196598..15203074(1)
Spn88Ea,FBgn0028984,3R:15203069..15206447(-1)
Mau2,FBgn0038300,3R:15209204..15211347(1)
CG6654,FBgn0038301,3R:15211277..15213658(-1)
CG4210,FBgn0038302,3R:15213974..15214845(1)
SIDL,FBgn0038303,3R:15214762..15218874(-1)
CG12241,FBgn0038304,3R:15219256..15222371(1)
Polr2G,FBgn0051155,3R:15222251..15223180(-1)
CG31344,FBgn0051344,3R:15223378..15225329(-1)
Caf1-55,FBgn0263979,3R:15225576..15227564(1)
Art3,FBgn0038306,3R:15227605..15229408(-1)
mRpS10,FBgn0038307,3R:15229665..15230516(1)
tefu,FBgn0045035,3R:15232212..15242236(-1)
Hsc70-4,FBgn0266599,3R:15242687..15246614(1)
CG42404,FBgn0259823,3R:15250094..15257765(1)
eIF2gamma,FBgn0263740,3R:15257844..15263458(-1)
Su(var)3-9,FBgn0263755,3R:15259864..15263458(-1)
Set,FBgn0014879,3R:15263552..15265253(1)
ATPsynO,FBgn0016691,3R:15265591..15266690(1)
Zip88E,FBgn0038312,3R:15268662..15270532(1)
Cp190,FBgn0000283,3R:15270432..15275241(-1)
CG4338,FBgn0038313,3R:15275522..15276474(1)
MRG15,FBgn0027378,3R:15276440..15278109(-1)
l(3)neo43,FBgn0011476,3R:15277981..15278668(-1)
Tm1,FBgn0003721,3R:15278220..15308779(1)
Tm2,FBgn0004117,3R:15310193..15315197(1)
CG6276,FBgn0038316,3R:15318203..15320069(-1)
ear,FBgn0026441,3R:15320756..15325279(1)
CG6236,FBgn0038318,3R:15325325..15328269(-1)
ea,FBgn0000533,3R:15328729..15330408(1)
mRpL9,FBgn0038319,3R:15330738..15331588(1)
Fkbp39,FBgn0013269,3R:15331584..15333133(-1)
Cyfip,FBgn0038320,3R:15333266..15338365(1)
Nagk,FBgn0038321,3R:15337908..15343256(-1)
SerRS-m,FBgn0021750,3R:15340667..15343218(1)
Surf4,FBgn0019925,3R:15343653..15346176(-1)
CG31301,FBgn0051301,3R:15346205..15348012(1)
Trs33,FBgn0266722,3R:15350345..15350995(-1)
Tmtc4,FBgn0038324,3R:15351225..15353926(1)
Atg4b,FBgn0038325,3R:15353720..15356924(-1)
Hibch,FBgn0038326,3R:15357229..15359263(1)
Cog2,FBgn0026634,3R:15358481..15361657(-1)
Trax,FBgn0038327,3R:15361692..15362850(1)
CG6171,FBgn0026737,3R:15362796..15363857(-1)
CG34404,FBgn0085433,3R:15363786..15367665(-1)
CG6136,FBgn0038332,3R:15370036..15372212(-1)
Ccm3,FBgn0038331,3R:15371957..15374237(1)
Atx2,FBgn0041188,3R:15408423..15417277(1)
lncRNA:CR45911,FBgn0267571,3R:15417320..15420710(-1)
CG6118,FBgn0038339,3R:15421108..15434738(-1)
AdamTS-A,FBgn0286071,3R:15442246..15476193(-1)
obe,FBgn0038344,3R:15486050..15493310(1)
AOX1,FBgn0267408,3R:15532137..15537292(-1)
AOX3,FBgn0038349,3R:15542748..15548188(-1)
pxb,FBgn0053207,3R:15666183..15690513(1)
CG9590,FBgn0038360,3R:15786703..15788339(1)
c(3)G,FBgn0000246,3R:15789473..15792579(-1)
Acyp2,FBgn0038363,3R:15792688..15793487(1)
nsl1,FBgn0262527,3R:15793782..15802102(1)
alpha-Man-IIb,FBgn0026616,3R:15804248..15824118(1)
rec,FBgn0003227,3R:15823019..15832632(-1)
Arpc3A,FBgn0038369,3R:15834648..15836021(1)
ND-23,FBgn0017567,3R:15836048..15837117(-1)
spn-E,FBgn0003483,3R:15837419..15844415(1)
Pbp45,FBgn0038371,3R:15838146..15839515(-1)
cv-d,FBgn0265048,3R:15844466..15853581(-1)
Hmt-1,FBgn0038376,3R:15853868..15857470(-1)
glob1,FBgn0027657,3R:15896926..15904643(-1)
EndoU,FBgn0038381,3R:15908398..15910367(1)
Fbxl7,FBgn0038385,3R:15920898..15932887(1)
blp,FBgn0038387,3R:15933847..15934940(1)
Sap47,FBgn0013334,3R:15935100..15962124(1)
CG4287,FBgn0038388,3R:15962167..15963867(-1)
CG5516,FBgn0038389,3R:15963884..15964761(1)
CG32856,FBgn0052856,3R:15964678..15965351(-1)
Rbf2,FBgn0038390,3R:15965446..15968138(1)
mor,FBgn0002783,3R:15968134..15972913(-1)
Hel89B,FBgn0022787,3R:15973298..15983451(1)
srp,FBgn0003507,3R:15986152..16004085(1)
GATAe,FBgn0038391,3R:16009105..16019133(1)
pnr,FBgn0003117,3R:16026079..16041796(1)
IKKbeta,FBgn0024222,3R:16046347..16049421(-1)
CG5013,FBgn0038396,3R:16049670..16050693(1)
msps,FBgn0027948,3R:16050801..16060675(1)
Mhcl,FBgn0026059,3R:16068523..16098761(-1)
Akt,FBgn0010379,3R:16099228..16105670(1)
Mic26-27,FBgn0038400,3R:16144401..16146855(-1)
CG5916,FBgn0038401,3R:16147029..16149636(1)
Bin1,FBgn0024491,3R:16186156..16189564(-1)
sra,FBgn0086370,3R:16186999..16197584(1)
CG6126,FBgn0038407,3R:16198000..16203083(-1)
mtSSB,FBgn0010438,3R:16204194..16205250(-1)
tara,FBgn0040071,3R:16225651..16260329(1)
bor,FBgn0287225,3R:16261355..16264115(-1)
asun,FBgn0020407,3R:16264271..16266891(1)
Mat89Ba,FBgn0261286,3R:16268329..16272415(-1)
gish,FBgn0250823,3R:16272452..16304768(1)
Sulf1,FBgn0040271,3R:16310542..16339575(-1)
SF2,FBgn0283477,3R:16338943..16341988(-1)
pad,FBgn0038418,3R:16342318..16345829(1)
CG14879,FBgn0038419,3R:16345825..16349226(-1)
Manf,FBgn0027095,3R:16349404..16350801(1)
CG10311,FBgn0038420,3R:16350786..16357015(-1)
CG17931,FBgn0038421,3R:16357535..16359466(-1)
lncRNA:CR45631,FBgn0267191,3R:16428304..16429053(1)
CG31279,FBgn0051279,3R:16430681..16432897(1)
Fntb,FBgn0038424,3R:16432998..16434740(1)
CG14881,FBgn0038425,3R:16434899..16436066(1)
mRpS33,FBgn0038426,3R:16436045..16436597(-1)
ema,FBgn0038427,3R:16436880..16441661(-1)
Ttc1,FBgn0038428,3R:16441843..16443007(-1)
CG14882,FBgn0038429,3R:16443207..16445010(1)
Pak3,FBgn0044826,3R:16445007..16453821(-1)
CG14883,FBgn0038432,3R:16456052..16458233(1)
CG42232,FBgn0250754,3R:16458280..16469663(-1)
CSN5,FBgn0027053,3R:16470099..16471406(1)
Dhfr,FBgn0004087,3R:16481167..16481878(1)
Sdhaf3,FBgn0038437,3R:16481861..16482452(-1)
Der-2,FBgn0038438,3R:16482694..16484223(-1)
CG42342,FBgn0259244,3R:16502770..16571363(1)
CG14903,FBgn0038446,3R:16573179..16573752(-1)
CG10340,FBgn0022344,3R:16613398..16614391(-1)
CG17560,FBgn0038450,3R:16617950..16619878(1)
Fas1,FBgn0285925,3R:16625238..16639771(1)
nonA-l,FBgn0015520,3R:16640205..16643112(1)
Arl6IP1,FBgn0038453,3R:16643605..16645171(1)
CG10324,FBgn0038454,3R:16645072..16647004(-1)
CCT3,FBgn0015019,3R:16647605..16649978(1)
Mettl4,FBgn0015351,3R:16649981..16651157(-1)
CG14907,FBgn0038455,3R:16651217..16652319(-1)
Ubx,FBgn0003944,3R:16656623..16734426(-1)
lncRNA:bxd,FBgn0020556,3R:16742125..16773189(-1)
CG31275,FBgn0063261,3R:16750741..16751334(-1)
abd-A,FBgn0000014,3R:16807214..16830049(-1)
lncRNA:iab8,FBgn0264857,3R:16831116..16923231(-1)
lncRNA:iab4,FBgn0020546,3R:16850004..16856497(1)
lncRNA:CR43617,FBgn0263595,3R:16892410..16897861(1)
Abd-B,FBgn0000015,3R:16927212..16972236(-1)
AhcyL2,FBgn0015011,3R:16978439..16982158(-1)
MESK4,FBgn0043069,3R:16988814..16990419(1)
EMC2B,FBgn0038461,3R:16990334..16991878(-1)
EMC2A,FBgn0038462,3R:16994542..16996071(-1)
CG3534,FBgn0038463,3R:16996446..16999449(1)
Sf3a1,FBgn0266917,3R:16999384..17002355(-1)
Adsl,FBgn0038467,3R:17018780..17021120(-1)
CG18213,FBgn0038470,3R:17036394..17040203(-1)
Trm7-32,FBgn0038471,3R:17040682..17041895(1)
bdwf,FBgn0038472,3R:17041896..17043136(-1)
Patr-1,FBgn0266053,3R:17043564..17048421(1)
Dad,FBgn0020493,3R:17054007..17070408(1)
Ns1,FBgn0038473,3R:17070523..17072675(-1)
mRpS11,FBgn0038474,3R:17072732..17073795(1)
Keap1,FBgn0038475,3R:17073942..17079945(-1)
kuk,FBgn0038476,3R:17080244..17084781(1)
GckIII,FBgn0266465,3R:17085513..17087988(1)
cal1,FBgn0038478,3R:17088280..17091938(1)
cher,FBgn0014141,3R:17091533..17125389(-1)
m-cup,FBgn0038488,3R:17144475..17149412(-1)
Det,FBgn0264291,3R:17149667..17150455(1)
Smug,FBgn0038490,3R:17150587..17151630(1)
CG5292,FBgn0038491,3R:17151861..17153771(1)
CG31262,FBgn0051262,3R:17217116..17223074(-1)
Brf,FBgn0038499,3R:17374833..17391337(-1)
lute,FBgn0262871,3R:17379944..17390265(1)
sds22,FBgn0028992,3R:17391594..17393020(1)
CREG,FBgn0025456,3R:17393272..17394640(-1)
Sur-8,FBgn0038504,3R:17395199..17402515(-1)
CG5823,FBgn0038515,3R:17532325..17534587(-1)
P5cr-2,FBgn0038516,3R:17534815..17537136(1)
l(3)07882,FBgn0010926,3R:17535533..17539963(-1)
SF1,FBgn0025571,3R:17540421..17545148(1)
Prx3,FBgn0038519,3R:17545222..17546531(-1)
Hmx,FBgn0264005,3R:17558930..17569097(1)
sll,FBgn0038524,3R:17606106..17608541(1)
CG14322,FBgn0038532,3R:17647679..17669985(1)
CG7523,FBgn0038533,3R:17669144..17670895(-1)
Mps1,FBgn0000063,3R:17671271..17673828(1)
alt,FBgn0038535,3R:17673732..17682515(-1)
CG7655,FBgn0038536,3R:17682669..17683773(1)
CG31251,FBgn0051251,3R:17683740..17684915(-1)
CG31360,FBgn0051360,3R:17685097..17685807(1)
CG31249,FBgn0051249,3R:17685689..17687071(-1)
osa,FBgn0261885,3R:17687818..17718350(-1)
Pxt,FBgn0261987,3R:17719454..17722955(1)
CG14321,FBgn0038540,3R:17733598..17734381(1)
pasi1,FBgn0038545,3R:17795075..17796317(1)
CG7379,FBgn0038546,3R:17796376..17798304(-1)
CG17806,FBgn0038548,3R:17801542..17803260(-1)
Nnk,FBgn0038549,3R:17803225..17805249(-1)
Odj,FBgn0038551,3R:17807407..17809222(-1)
Alg1,FBgn0038552,3R:17809401..17811134(-1)
tinc,FBgn0261649,3R:17811541..17872507(1)
cpo,FBgn0263995,3R:17919832..18018892(1)
DNaseII,FBgn0000477,3R:18019375..18021161(1)
CG7785,FBgn0038564,3R:18021600..18023689(1)
htl,FBgn0010389,3R:18045216..18052984(-1)
bard,FBgn0038566,3R:18081048..18082583(1)
CG7218,FBgn0038569,3R:18161392..18164397(-1)
Cbp20,FBgn0022943,3R:18164661..18165439(1)
wrd,FBgn0042693,3R:18167757..18180049(1)
cdm,FBgn0261532,3R:18179275..18183479(-1)
CG7208,FBgn0038575,3R:18183656..18185715(-1)
Arp5,FBgn0038576,3R:18185498..18187875(1)
CG12321,FBgn0038577,3R:18187805..18188707(-1)
MED17,FBgn0038578,3R:18189072..18191265(1)
Ssdp,FBgn0011481,3R:18192494..18199595(-1)
CG7985,FBgn0028499,3R:18199857..18215001(1)
CG7183,FBgn0038583,3R:18218147..18220699(-1)
CG7988,FBgn0038582,3R:18220526..18221473(1)
mTerf5,FBgn0038584,3R:18221522..18223682(-1)
Non3,FBgn0038585,3R:18223722..18224942(1)
CG7168,FBgn0038586,3R:18224902..18226082(-1)
Mdh2,FBgn0262559,3R:18226396..18228718(1)
CG7156,FBgn0038588,3R:18239420..18242159(-1)
14-3-3epsilon,FBgn0020238,3R:18242531..18250550(1)
CG12320,FBgn0038590,3R:18251069..18252734(-1)
Polr2D,FBgn0263757,3R:18252843..18255487(-1)
Vps39,FBgn0038593,3R:18271189..18274446(-1)
eIF1A,FBgn0026250,3R:18274665..18283005(1)
CG8064,FBgn0038597,3R:18283660..18286624(1)
CG7131,FBgn0038598,3R:18286620..18288777(-1)
l(3)05822,FBgn0010877,3R:18288866..18298879(-1)
Dlc90F,FBgn0024432,3R:18299229..18300044(1)
Polr1E,FBgn0038601,3R:18300195..18301728(-1)
PKD,FBgn0038603,3R:18303279..18314407(-1)
WRNexo,FBgn0038608,3R:18364244..18366162(-1)
Nup43,FBgn0038609,3R:18366638..18367913(1)
Vha100-2,FBgn0028670,3R:18390323..18399169(-1)
Vti1b,FBgn0264751,3R:18396995..18400339(1)
Wdr37,FBgn0038617,3R:18400373..18402716(-1)
koko,FBgn0264816,3R:18403026..18404726(1)
CG7685,FBgn0038619,3R:18404940..18406002(1)
CG31122,FBgn0051122,3R:18406064..18412874(-1)
CG7694,FBgn0038627,3R:18573091..18590726(1)
fray,FBgn0023083,3R:18573091..18589459(1)
qin,FBgn0263974,3R:18591027..18650137(1)
CG31224,FBgn0051224,3R:18650121..18659309(-1)
CstF64,FBgn0027841,3R:18659618..18661126(1)
Cpsf73,FBgn0261065,3R:18661121..18663552(-1)
Gos28,FBgn0044871,3R:18663738..18665307(1)
CG31229,FBgn0051229,3R:18667852..18669083(1)
dind,FBgn0286828,3R:18674626..18677539(-1)
CG7706,FBgn0038640,3R:18677818..18680321(1)
Muc91C,FBgn0038642,3R:18687556..18692719(-1)
Mekk1,FBgn0024329,3R:18733106..18743594(-1)
PGS1,FBgn0038649,3R:18744063..18746041(-1)
gwl,FBgn0260399,3R:18746370..18750360(1)
Epg5,FBgn0038651,3R:18750436..18758873(-1)
CG14292,FBgn0038658,3R:18904933..18905655(-1)
EndoA,FBgn0038659,3R:18906609..18910755(1)
Sgsh,FBgn0038660,3R:18911053..18912922(-1)
Xrp1,FBgn0261113,3R:18914968..18926989(1)
Mpc1,FBgn0038662,3R:18926996..18928659(-1)
Smu1,FBgn0038666,3R:18978980..18981324(-1)
dnk,FBgn0022338,3R:18980995..18982749(1)
snRNP-U1-C,FBgn0261792,3R:18982964..18983650(-1)
gukh,FBgn0026239,3R:18984025..19022436(1)
CG6005,FBgn0038672,3R:19022458..19024030(-1)
CG14286,FBgn0038673,3R:19024092..19024853(1)
GatA,FBgn0260779,3R:19026174..19028857(-1)
NP15.6,FBgn0027785,3R:19027368..19028015(1)
P5cr,FBgn0015781,3R:19028931..19030159(1)
Prp18,FBgn0027784,3R:19029968..19031271(-1)
CG6013,FBgn0038675,3R:19031503..19032409(1)
CG6026,FBgn0038676,3R:19033538..19044693(1)
cdi,FBgn0004876,3R:19044882..19094270(-1)
mRpL55,FBgn0038678,3R:19094394..19094905(-1)
ATPsynD,FBgn0016120,3R:19095000..19096271(1)
